Filename,Q1,Q3,Lipid,Date,Sample_Name,Sample,Summed_Intensity,TIC_Time,TIC_RSD_Total,TIC_RSD_Window,TIC_RSD_WindowBest,TIC_RSD_TopGroupWindow,Summed_TIC
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,528.31,387.31,LPE(22:5),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,526.29,385.29,LPE(22:6),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,80,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,564.4,423.4,LPE(24:1),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,554.32,413.32,LPE(24:6),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,440.31,299.31,LPE(O-16:0),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,440,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,496.38,355.38,LPE(O-20:0),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,488.31,347.31,LPE(O-20:4),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,8400,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,412.25,271.25,"""PE(12:0),LPE(13:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,468.35,327.35,"""PE(16:0),LPE(O-18:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,524.37,383.37,"""PE(20:0),LPE(21:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,580.4,439.4,PE(24:0),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,594.41,453.41,PE(25:0),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,608.43,467.43,PE(26:0),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,606.41,465.41,PE(26:1),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
